Sentiment,Review
0,"Sotto Sotto has been on my list for a long time and I was happy to be able to dine there recently.

The waiter kept asking us repeatedly if we want sparkling water and we had to tell him at least 3-4 times that we don't. Finally we got our actual drinks and wanted to place the food order. For some reason, the waiter stopped coming to our table. We witnessed other tables order and eat their appetizers and order and get their entrees while we got no service. Finally after being in the restaurant for over 30 minutes (and not placed an order yet) my wife had enough and left the table to find the manager. During this time, the waiter came to our table and said ""I saw you were talking, I didn't want to interrupt you"" which is a rather odd excuse - were we supposed to sit in silence to get serviced?

My wife returned with the manager who was a class act and we got assigned another waiter who was attentive and fantastic for the rest of the night. We decided to share the risotto. I'm not claiming to be expert in Italian food despite being in Italy for over 10 times, but the rice was simply too hard. I'm aware of the fact that you're not supposed to overcook it to a point where it's mushy but too hard is too hard. I was hoping to eat Italian food that's spectacular but it was actually below average and very pricey."
1,"Ordered 5 tacos with a mix of Tinga, Chorizo and Al Pastor. The tacos were shockingly small and costed $10 plus tax. Tinga and Chorizo were meh, kinda lacked flavors. Al Pastor was the most unique one of the 3 with the addition of pineapple. Hot sauces were good, one green and one red. Service was really nice."
2,"Best Mexican spot hands down in GTA.  
Been to pretty much every spot and the dot compare taste wise and price wise.   
Very authentic very fresh.  
Comparable to the Mexican food I've had in Mexico and while I live veer in NJ.  (The average  Mexican spot in NJ destroys anything in Toronto except this place)

Worth going.   Deserves 5 stars honestly. 




Oh the fried ice cream was legIt fantastic."
0,"NEVER ORDER FROM THIS RESTAURANT! We order from them at least 10 times a week, from our staff to our agents. And today they showed us how POOR their customer service is. We got food poisoning from their food and one of their employees called us disrespectful names. When we walked over to talk to the manager, one of their employees lied and said he was the manager AND the owner - told us he doesn't believe us and that we don't ever have to order from them again because our money doesn't keep their business open. THE WORST CUSTOMER SERVICE EVER! Save your money and order from a place you would feel valued as a loyal customer instead!"
1,"4 stars for their crispy beef tacos, 2 stars for their very greasy veggie tacos. I prefer their crispy tacos to those at the Haam.

Honestly, their crispy tacos are pretty solid, but they need serve it yourself salsa to really bring them together and put them over the top. I'll probably bump this to 4 stars once they do let customers add their own salsa.

Otherwise, you'll still likely get better tacos than you're expecting from this tiny shack across from the Eaton Centre."
1,"Quetzal is interesting. There's this big huge space that goes for miles with a glimpse into kitchen. At the front, there's a huge table with natural light, and the bar is impeccably stocked and gorgeous. We sat at the bar, and it was fun conversing with our server who was full of quips and stories. His drinks were equally interesting. 

The food though, for Mexican just wasn't as great as the rest of the restaurant itself. Things were plated prettily (maybe a bit oddly), but nothing popped our taste buds as Mexican flavours should. It was just an okay meal. We left a bit hungry and wanting more."
0,"This place is not as good as expected because of the following reasons:

1. Shredded lamb with pancakes were dry and not fresh and portions for the lamb skewers were extremely small compared to some other tables. They should have equal portion sizes for all customers. 
2. The Western Chinese lamb rice is a strange combination of what seemed like sweet potato and the rice was clumped together. It did not taste good. 
3. The membership system is ridiculous as the normal prices have a huge difference for each item listed on the menu. They should provide members to have a discount over the total bill instead. 
4. My friend had food poisoning shortly after leaving the restaurant.

For these reasons, I would be reluctant to come back as there are many places that offer much better quality and portions."
2,"After hearing so much buzz about Campechano both online and among my colleagues, I was ecstatic to finally come here and give it a try. Though I had high expectations, I did not leave disappointed! The vibe of the small place was fantastic, and suffice it to say that the food really stood out (particularly the corn masa tortillas made in-house)!

I had a reservation for 6:30PM, and although there were still some seats when we arrived, there was a line by the time it was 7PM. After asking the server what was popular, my friend and I quickly ordered some tacos each. We shared the guac & chips, and both got the barbacoa (lamb leg with spicy guajillo and jalapeno) and carnitas (pulled pork shoulder with salsa verde), but she also got an additional vegetarian rajas (poblano peppers with cojita cheese).

Guac - It was super interesting to see the guac topped with pomegranate seeds, which added a beautiful pop of vibrant colour and burst of sweet flavour! The guac was good, the chips were delicious, but we adored the smoky dip that accompanied the duo.

Barbacoa - Came with huge and meaty chunks of tender lamb leg. I loved the gamey taste, though the creamy, spicy dressing was a little too heavy for me. That said, this was one of my favourites just because it was so comforting and filling!

Carnitas - Similar to the barbacoa, there were generous and copious amounts of confit pulled pork. Although this was dressed with only salsa verde, I found it to feel a little heavier - mostly because with every bite came a healthy gush of oil drizzling down my chin. It was definitely less spicy, and you could taste the different flavours more!

Rajas - I sampled one bite of my friend's, and found it to be an interesting combination of spicy and sweet (from the peppers). Though this was our least favourite, she did say that when she got to the centre, the melted cheese mixed with the sweet peppers and hot spices was a pretty good combination. 

After finishing, my friend and I thoroughly debriefed on our experiences, and our thoughts were:
- The masa tortillas were FANTASTIC. It was both soft and yielding, sturdy enough to hold all the fillings and sauces without being soggy.
- We really appreciated that the toppings/fillings were simple - my friend pointed out that the tacos didn't have any of the heavy, creamy aioli common at other establishments
- We would most definitely come again!!! Or try out the sister restaurant, Good Hombres :)"
1,"The place is a small take away joint near Ryerson University, a one amongst many others serving different cuisines. It is an open seating arrangement with 4 large picnic tables and the food carts around it. It was a nice sunny, windy day, perfect to get some spicy food.  Between the three of us we got

CHICKEN TEQUITA: a deep fried taco with guacamole and chicken. Could have been slightly more spicy. It was well marinated. 

CARNITAS TORTAS: this was delicious, a big CARNITAS loaded sandwich served with some nachos on the side. 

I like my Mexican to be slightly more spicy and a little more tangy, this was alright but I have had better and would keep experimenting till I find the flavor."
1,"We ordered takeout from here over the weekend and the food was okay. I would consider it mediocre but for the low price of $3-4 per taco you can't really complain. 

Pros:
Low price
Gluten free options (corn tortillas)

Cons:
Not as flavourful as other tacos I have had. 

In all honestly I thought the value was really good but the flavour could be improved.

I ordered the beef and cactus/mushroom taco. They didn't blow me away but they were pretty good for the low price point. 

Would I return?
If I was in the area and needed a gluten and lactose free meal... sure!"
2,I have been going to Como En Casa for at least a few years now. I mostly get take out but have also dined in as well. The food is always authentic and fresh. The prices are fair for the generous servings. My go to selection is the pork burrito and I have never been disappointed. The staff are friendly and welcoming.
1,"Gringo af. Lunch and dinner lines go out the door. Don't come here for your undersalted chips and measly-portioned guac. The meat was kind of too salty and even having three tacos made me want a fourth. I guess it's FINE that there's fish tacos but it's kind of overrated. Where is the cilantro?!?! 

I have had better. It's got an Assembly Chef's Hall vibe. It's loud, jammed full of working professionals. Only come here if everything else is closed."
1,"I would describe this place as a trendy Italian restaurant. My review will only comment on the pizza as I haven't tried the pastas (it seems like my friends enjoyed them). 
I wasn't too impressed by the pizza, the crust was thin and quite crispy, toppings tasted fresh and good quality but not very generous. It's a good place to go for simple business meetings as the atmosphere is nice and trendy or maybe for a date but if you're looking for a more local small  business type of vibe, I would pass. 
Service was a good and fairly fast. I would mind coming back but not my first choice."
1,"We came to Grazie for dinner on a Friday evening. It was half empty when we came in (around 4:45), but it was packed by 6pm. Honestly, I expected food to be better based on all the reviews, however it wasn't spectacular food! Service was fine (when it wasn't busy), ambience was traditional but very noisy (perhaps because restaurant is small and packed with people). 

I don't know if I'll return to try again as would like to explore other restaurants around."
2,"Playa Cabana is a pretty small restaurant, so I made a reservation for 2 for 7pm on a Wednesday night - we were seated immediately, and there were still a few other tables free around us. The place started to get quite busy at around 8, so it's definitely worth making a reservation especially if you're going with as a party larger than 2.

Even though it can feel a bit cramped, the service and food were good. I got the baja fish tacos (comes in a set of 3) - the fish was really good, but I feel like it could have used a bit more guac/sauce around the sides, as it sometimes tasted a bit bland. I wasn't full after the 3 tacos, but generally have a pretty big appetite! 

Overall, I still enjoyed my time, but am not sure if I would return at this price point."
2,"Great: food, ambiance and the staff's attitude
Could be better: The service 

The food here is excellent. Our favourite was the churros--best I've ever had and large enough to share with 2-3 people. The fajitas and quesadilla were perfect and made with fresh ingredients. Guacamole was tasty, but more creamy rather than chunky. For a drink, I tried the mango mojito and it was delicious, but the alcohol seemed to be light and a double shot would be recommended.

I saw some people share the portions were small and menu items expensive, but need to point out the food here is shareable and ordering multiple items for the table is encouraged. Two tacos (under $10) is pretty filling for an average person, especially if you get an appetizer to share with someone.

The staff is very nice and accommodating, but it did take some time for orders to be taken, food to come, plates be cleared, etc., so expect to take your time while here and not a fast meal."
2,"This place is always packed, and tonight I found out why.

Wilbur is casual; you order your tacos, burritos, or quesadillas at the counter and you find whatever seating you can (you'll most likely have to share a table with strangers). 

However, this is not a Chipotle:

- The prices are definitely higher...
- .... But the quality of food is immeasurably better (we're talking buttery, flaky, crispy fish tacos and a burrito bowl expertly mixed with guac, carne asada and queso fundido all grooving together)
- They have margaritas on tap - and they're actually AWESOME

Don't worry about the line, it moves fast. Just go!"
1,"Came here the other day with my friend and ordered two tacos. The steak taco ($4) and the baja fish taco ($7.50). The steak taco was good, the meat was cooked nicely and tasted exactly like what I expected. Unfortunately the baja fish taco was a but underwhelming, kinda dry and just average tasting. The baja fish taco wasn't really worth the extra price, despite how big the piece of  fish was. The lime slices were also pretty dry but since it's winter now I can understand how it happened. 

In general the tacos here are just average, give this place a try if you're in the area and trying to quickly satisfy your taco craving."
2,"Dropped by to get 3 tacos to go, and it was AMAZING tacos! El Pastor, grilled chicken, and Chorizo. Being a taco lover, this is by far one of the best ones I've tried around town. If you want authentic tacos, this is the place to east of downtown. Their hot sauce are really amazing"
1,"With lots of businesses closing at 6pm, I'm grateful dumpling house is open late, until 10:30pm on a week night!

Since the lockdown, I've ordered their vegetarian frozen dumpling, filled with greens and diced tofu, their frozen green onion pancake and their takeout braised eggplant and sautéed green beans.

As a disclaimer, eggplants are probably my favourite things to eat, and i love how buttery it is here at Dumpling House. Just yummy! As for the sautéed green beans, FYI they are seasoned with lots of minced garlic and a spicy and tangy bean sauce. Proceed with caution if you can't take too much heat! Otherwise, to me its just mildly spicy. 

Love having this in the neighbourhood, a great spot that I'll definitely visit, hope to dine in soon!"
1,"FOOD: 2.5 stars
PRICE: 4 stars
SERVICE: 4 stars

I came here after reading many good reviews about how tasty their food was.  I looked for something to grab it home after picking up my adorable macarons at DaanGo Cake lab.


We ordered 3 boxes of meat on rice; one with roasted pork, another one was roasted duck and the last one was bbq pork.  It comes with either tofu or vegetable on the side.  We only chose vegetable because my husband isn't a fan of tofu. You can also choose to have either a drink or soup along with your meal too.  The price for bbq meat on rice is around $6.50-$8.50.  Isn't it a good deal?  The staff was very nice and friendly.  I wasn't sure if they were the owners or not. I really couldn't tell.  I don't live in the area and it was my first time here. 

The portion was generous however the meat was quite dry.  The bbq pork was ok.  It was better than the roasted pork and roasted duck.  The roasted pork wasn't crispy as I expected and there was little meat on the roasted duck.  

As all above, the food I ordered was mediocre or maybe it wasn't my day.  Anyway, the price was good.  Three meals were only $22.50!  It's pretty good right!?"
1,"Artisan Plus received a great amount of hype upon opening on IG and I've been waiting to try it since.

AMBIANCE: 5/5
The store itself is small but functional. The seating is very well designed with ample room in between each table and each chair has it's own cubby to leave purses/shopping bags in. The decoration itself gives the restaurant a really nice modern, chic vibe and great for IG pics!

FOOD: 3/5
I ordered their famous YoPo Biang Biang Mian with Beef: this comes with scrambled eggs, tomatoes, carrots, zucchini, organic cloud ear mushroom, five spice tofu, edamame, and potato. The dish came with thick ribbon noodles which were THICK, chewy, and filling.
The plate was okay but a little underwhelming from how much hype was given. The sauce was a little plain and I was expecting more of a savory flavor. Because there was such a variety I believe they only put a little of each so it makes the dish seem insubstantial. 

SERVICE: 5/5
The service is really attentive here. The server was friendly and advised of spice levels of the dish (my friends CANNOT handle spicy). Water was always refilled and the food came out hot and fast. Bills came quickly and easily split.

OVERALL: 3/5
I feel like this was a solid but average experience. I'll be back in the future to try other things on the menu!"
1,"Lai Wah Heen used to be the best luxury dim sum restaurant in downtown Toronto. Overtime, the quality of the restaurant declined. While services and atmosphere still remain the same, quality and price are no longer on par. 

Out of the four items my brother and I shared, the best item was fried bean curd sheet with mushrooms served with aged balsamic vinegar ($5). It was crispy and juicy. Truffle Snow pea vegetarian wrap was unfortunately subpar ($5.5). The snow pea is not picked and over-steamed. 

With that said, it may still be a good option if you are a downtown dweller. However, I would not recommend Lai Wah Heen if you have access to dim sum restaurants in uptown Markham and Richmond Hill."
0,"This is my first and last time trying this place, here is why:
1. Service: I get it, lots of people come here for food, lineup is long, and not that many waiters, but when I was trying to order food, the server was literally so impatient that he kept tapping his fingers on the table loudly, I spent like 2 minutes thinking and he made me feel like I was wasting his time. This is a big NONO for me.
2. The rice noodle roll around fried dough炸两肠粉: for all the people on yelp who recommended it, I really think u should try more places for this before recommendation. I have never seen people put it in soy sauce, ITS SUPPOSED TO BE CRISPY and u put it in liquid, what is the common sense here? And the bottom layer of it was so soggy I didn't even know what I was eatin, mush or food. Then I took a bite of the top layer rolls which did not touch any of the sauce, the fried dough was so soggy and soft and then I suddenly understood why they had to put sauce on it ---- to cover the fact that they don't even know how to make this dish. DO NOT ORDER.
3. Two meat combo rice - roasted pork and roasted duck. When we asked them about the roasted pork, waiter said ""it's crispy"", it WAS 100% NOT CRISPY. I don't understand how do they expect people to pay for dishes with this low quality, I really don't get it.

I can find at least 3 restaurants which costs much less in Chinatown and still beats this place in every aspects, so if I were u, I would avoid it for life."
2,Ordered through Ritual. Nice atmosphere. Order  ready on time. Chicken Tinga tacos had ggood flavour our. Maybe a bit on the small side but overall good value
1,"This is a very cute restaurant in the heart of Yorkville on the corner of Yorkville Avenue. 

Like most of the reviewers, I went for the popular dish, Malafalde di Funghi. This pasta dish tasted as good as it looked. It's creamy and the pasta was al denté. 

We sat on the main floor, which was buzzing on Friday afternoon. Next time, I'd like to check out the rooftop patio when the weather is nicer. 

The price is mid to higher end, which I'm not crazy about. And after reading other people's reviews, the taste for other highlighted dishes seemed more conflicted (less consensus -except for the dish I got), so this wouldn't be a go-to spot for me. 

Atmosphere is on point. It's not stuffy like most of the restaurants in Yorkville. It feels homey.

The server we had was super busy, but he did what he needed to do. He was very on point with pouring our champagne and always made sure our glasses were filled. 

Overall, it was a pleasant experience."
2,"As out of town visitors, we were trudging around in the rain hankering for some Mexican food and margaritas. Unfortunately, we didn't have a clue where to go. A quick perusal of Yelp led us to pick this spot. It's not much from the outside, but we were warmly greeted upon entering and quickly guided to a table.

Service was attentive even though we had a few language issues at first. Ordered margaritas (Tequila 1800 Reposado) and ordered our food. If you're in search of freshly prepared Mexican food that's authentic and well priced then you'll not go wrong here. This seems to be the spot for Mexican families (always a good sign!) and and our experience was delightful."
1,"Hits and misses at one of the most popular Thai spots in the GTA. It's legacy will be for ushering in an era of outstanding and competitive Thai cuisine to Toronto... But as it currently stands, it's good but not worth the long waits.

What We Got: Pad Kee Mao (chicken), Chef Top's Massaman Curry (Tofu), Green Curry (chicken), Thai Iced Tea

What We Liked: 
+curry was smooth and solid kick
+Pad Kee Mao was a big standout - definitely one of my favourite dishes ($17)
+Chicken didn't cost extra but beef did 

What We Didn't: 
-Thai Iced Tea was smooth but missing a ""tea"" flavour, especially as the ice slowly melted. 
-Chef's curry is quite sweet - would recommend only to those who want to mix a sweet tooth with an entree. Also very heavy with plenty of potatoes
-very noisy! Hard to have conversation and hear yourself
-spice levels seemed a bit off. I swear the Pad Kee Mao at level 3 seemed to be more mild than the curry at Level 2. Felt like it was the other way around!


What We Recommend
/Pad Kee Mao! Probably will try level 4 spicy next time, but I might stick with 3 just to doubly confirm next time

Next Time...
Will probably try Pad Thai, Khao Soi and some appetizers. But let's be grateful for all these outstanding Thai options nowadays.


3.5, but I'll wait to round up based on subsequent visits!"
0,"Worst service ever.  Staff don't care about the guests.  No table check. We had to hunt down a server to get a drink and order food. 

Cool vibe but would not recommend"
0,"We came to this place attracted by BlogTO's boast of the best lasagna in town. What's a better way to try the place then the Family Meal it has on the menu. For a set price you get to try a little bit of all their well known food.

It comes with appetizers, salads, pasta, and a main course to share.  With all the rave reviews, we thought we were going to have the best meal of our lives.

To note: Their Lasagna was pretty good. It comes in the menu as a small for just under $10 or a bigger pasta size.  I will return just for that.

Everything else, my companion and I were pretty disappointed.  Granted, it should be pretty hard to screw up a salad. Most is just compilation of freshly chopped up raw ingredients.  One of the salads was dressed REALLY sour.  I ended up taking it home and tossing it with more raw vegetables to be palatable.

The pasta sampler plate they provided came with 3 pasta of their choices - this included the legendary lasagna.  It was the ONLY good thing on the plate. One of the pasta was undercooked so it was still crunchy. We had to send it back to be more ""al dente.""

The only control of choice you have was the main dish. We were able to each choose 2 mains individually -  a pork chop and a lamb shank.  That being the highlight of the meal, we were both pretty disappointed too.  The pork chop was way overcook and tough. The lamb shank - well...we had better elsewhere.

We expected a lot more going into the restaurant especially paying over $100 including wine. We both agree afterwards we should had just gotten a lasagna and that's it.

This place was not horrendous but I would not go out of my way to return."
2,A very warm and welcoming atmosphere especially if you can get the tables tucked away in the back. Food is great and everyone enjoyed what they ordered. The portions are small so if you enjoy eating make sure to order a good amount.
1,"Came here for team lunch for CNY. Oh man. This place is packed! When we got to the reception desk, the group in front of us did not have a reservation. They were turned away. Glad we did book the day before. 

Anyhow, Chinese food option in the financial district can be rare. And when my colleagues proposed  this place. I was thinking, let's give this a try. 

We got here and were led to our table. After we sat down, I saw the other tables were filled up in 15 mins. Talk about busy. One good thing is they got a lot of staff roaming around to deliver food. Yet, they were super busy regardless. 

We ordered our food and I went with the business lunch with meatball. The food did come out shortly after. The sauce for the meatball isn't super salty. Which I prefer. It has the right texture for the meatball. Other stuff tasted okay. It ain't bad overall, I wasn't wowed by the food."
1,"My husband and I went to this cute taqueria last week. I liked the simple ordering process of ordering your food at the counter and then eating in a tucked away back area of the narrow restaurant that was decorated with colourful pennant flags, strings of lights and wooden furniture (some high top tables, others were little booths). I appreciated the cute street food dining type of vibe in there, as well as the friendly staff at the counter and who brought the food to our table.

We ordered the carnita burrito bowl and the grilled fish burrito bowl since we thought it would be more filling than getting just the tacos. When our burrito bowls arrived, each bowl was filled with fresh vegetables, cheese and sour cream to accompany the grilled fish and pork. While the bowls were definitely filling, they were just okay in terms of flavour. I have to admit, it was a bit underwhelming considering the great reviews this place has gotten. Nothing really stood out - I would have loved to taste more of a marinade on the carnitas and the fish was a bit plain. More seasoning or sauces on the protein would have helped the flavours come together more in the burrito bowl. Again, not a horrible meal by any means but not really memorable either... personally, it was a bit of a miss for me on this particular visit but I may come back another time to try some of their other offerings to see if I can upgrade this review."
2,"New location!
Improvement.
Would function better if customers paid at front, took a number and had a seat.
Doesn't need waiters, slows it down."
2,"When I tell you I have truly nothing bad to say about this place I truly mean it . This place is one of my favorite tacos and yes it's all the way in Canada !! These tacos taste so authentic, fresh and are made to order. We also got chips and salsa which was were tasty as well ! 
I tried the shrimp, carnitas and carne asada !! Believe it or not my favorite was the shrimp !! The sauce was incredible! Definitely a little messy but honestly just grab some chips and pick up what was left behind.
Loved this place !!"
1,"El Catrin is good! Located in the heart of Toronto's Distillery District, it prides itself on its traditional Mexican-style cuisine in a casual, yet oh-so-slightly-upscale atmosphere.

The interior is very tastefully decorated and the restaurant features a large outdoor patio equipped with giant space heaters for colder days.

I went to El Catrin for lunch and tried the Pepito torta while my companion had the Huevos Rancheros. The steak sandwich was really well marinated and super tender. Go for it! Oh, and we had the tableside-made guacamole with the tortilla chips (which turned out to be pretty excellent). You should go for that as well.

There aren't too many great options for food near Corktown/Distillery District, so give El Catrin a try next time you're around."
2,"CASH ONLY!!! & the location is kind of odd and the place is super tiny! But through it all the tacos are delicious....

All tacos are 6 bucks each. 

I ordered 2 tacos and was super full! I got the smoked marlin taco and the camarones a la diabla.

The camarones a la diabla was so fire!!! All the flavors were perfect. The marlin taco was not bad but a little on the drier side. Def would recommend the camarones a la diabla!

I tried the HOT salsa - and I like spicy but this was reallllly spicy! Good flavor tho but just an FYI for those daring souls.

I did not like that they didn't have small cups for salsa and you had to put your salsa straight on your taco. It's some what unsanitary from my perspective."
0,"Came here on a Sunday evening with 4 people. The seafood risotto was good with lots of seafood. 

The surprising part was that the server/restaurant added automatically added a 20% tip to the bill. He just put in the tip amount himself on the POS terminal and said service charge was added. 

I do not like being forced into tipping at a certain amount and therefore would not visit the restaurant again."
2,"This is a great taco place. All of the tacos are unique and delicious. The margaritas and other cocktails are very good. Only disappointing thing was our server, who really ruined the dinner experience for us - but I won't hold it against the restaurant."
0,"I'm very confused on the tacos we received vs all these amazing reviews...

First timers at Kensington so we decide on this taco joint because Seven Lives was too long around 1:30p. 5 small tacos come in an order and you can only mix and match Al Pastor, Tinga and Chorizo. So we decided to get 2 Tinga and 3 Al Pastor. The tacos literally came out in 2 minutes after ordering. Too quick :3 The taste was bland and unappealing.

I've just attributing this negative review to a bad day at El Trompo..."
2,"I thought the food was good. Price was good too. Removed a star for non-disclosure of spicyness levels. But in fairness we didn't ask lol. We couldn't finish one of the tacos because it was so spicy it gave my bf heartburn. 

I would come back, but for sure consult with your server to ask about how much kick is in the food!"
2,"Finally, we hit the jackpot. An authentic Mexican restaurant in the Toronto area that serves excellent food, and is owned by true Mexicans, what a great concept.
We had the 3 taco combo; al Pastor, Sirloin and the Mole chicken. They were all excellent. Asked for the Mole to be extra hot, and wow, it tasted amazing. Can't wait to go back, try other things on the menu."
1,"Cheap and delicious, two of my favourite words, accurately describe GB Hand-Pulled Noodles.

As is typically the case, places like this come with its sacrifices. For starters, there was a line out the door when I strolled in one Saturday for lunch with friends. 

We were eventually seated, though I found the tables quite packed together - they really maximized the space....to the detriment of comfort. 

The food makes up for it - I tried the thick beef noodles and they were some of the best I've had. Plus, you can even see your noodles getting pulled and freshly cooked.

But, before you're even finished your delicious bowl, you'll find waiters beginning to clean your table and dropping you the bill - you'll definitely feel rushed when eating here."
2,Hands down the most authentic tacos that you can possibly get in Toronto! The shells are made in house out of corn and are really soft and supple. Everything is made with love. Even the way the tacos were served was how they serve it in Mexico - on these colourful frisbees meant to be used as dishes. This place can get super crowded but that is only a testament as to how good their food is.
2,"The long line ups here are worth the wait! We got some tacos today and really enjoyed how soft and slightly chewy the taco shells were with delicious chicken and tofu filling. I was pleasantly surprised with how filling and tasty the vegetarian option was, and wish I lived closer to this place so I can have lunch here every day! It's vegan friendly as well."
1,"CASH only. There's a bunch of banks/ATMS around the area so you're good just in case. Service is less to be desired but the dumplings were pretty solid. If it's your first time, I recommend trying 3 different flavours first for $12-13 (additional $2) instead of committing 12 dumplings to one flavour. They've got steamed and pan-fried. We really like the pork and shrimp - the only juicy and flavourful dumpling. The classic pork and chive were quite dry and the spinach needed salt to save its integrity. Tried their beef noodles and was super garlicky and the noodles were broken up which was annoying to eat.

Overall, will I be back, probably not - considering there are so many other dumpling spots in the area that will probably have better dumplings and better service."
2,"Been here a few times and it's a great place with good vibes. The patio is very nice and spacious. On my most recent visit, we ordered chips with guac, carnita tacos and chorizo burrito bowl. Though I think they messed up my order and gave me a chicken burrito bowl instead. I didn't mind and bother telling the waiter but the chicken was overcooked and a bit dry. The carnita tacos were very good though. They were quite busy on a Wednesday afternoon with only one waiter working until I was leaving, they had another waiter starting their shift. Overall, it's a good place with good food. I'll definitely come at night to see how their patio is at night."
2,"I was tasked with finding a spot for a group dinner of eight and landed on Playa Cabana. It was pretty easy to make a reservation via their email system and our table was ready upon arrival. I don't know why I was expecting more of a kitschy Mexican restaurant, but that's not what we got. Instead, it was very intimate and cozy and the service was stellar... We had a great night!

To start, we opted for some guac which was tasty and had a nice little kick to it. To eat, I split the elotes a la parrilla and an order of tacos al pastor with my husband. The soft tacos come in an order of three but you can add on a fourth, so we did that to share evenly. It was the perfect amount of food for us, especially since the tortilla chips kept flowing! The pork in the tacos was seasoned very well. I'm used to the meat being cubed rather than in strips, so this was different but still tasty. They really packed in the filling, so I left super full. 

To sip, we shared pitches of mojitos which were nice and strong... The drink menu was quite lengthy and again, perfect for our group of revelers. 

Mexican in Canada seemed like a risky choice, but this was an ideal meal for us! Would definitely recommend to anyone looking for tacos OR a nice group dinner joint."
0,"We came here for Peking Duck around late lunch time and ended up getting dim sum.

Steamed barbecue pork bun: yes! Get this! Flavorful and light. I also enjoyed the pork shrimp and scallop siu mai.

Average items: deep fried mini shrimp ball

Things I didn't care for: deep fried dumpling of Berkshire pork and baby shrimp (tasted like a sesame ball with a filling), baked mini egg tart, steamed soft bun filled with custard, tapioca lychee and mango in chilled sweet soup

DO NOT GET: steamed short spare rib in garlic and toasted garlic. This dish was horrendous! It was slimy!

We weren't too impressed so we left to have another meal around the corner."
1,"I'll start off by saying that I firmly believe that people come here for the atmosphere. It's a great place to just hang out, enjoy the music, and the drinks ! The taco's aren't the best I've ever had...nor are they the worst tacos either. You're paying almost $6 for ONE little TINY sample sized taco. So you don't get your money's worth at all.  They have quite a bit of options to choose from when it comes to tacos which is actually a pro to this place( except for when some options are sold out..). A huge con to me would be the fact that some of my tacos were cold by the time it got to me.. another huge con would be the service. Considering that there were literally 4 customers seated you would have expected them to be a lot more attentive, but that wasn't the case. Anyways the chances of me returning to eat are extremely low. Might just stop in to have a drink if I'm ever in the area though...HOWEVER if you do decide to give this place a try..  go for the shrimp taco ! 

$60 dollars later... stomach was still growling and I had to head over to McDonalds. ..."
1,"First experience: Didn't receive 'regular service' (basic) when dining in, we weren't checked on and had to get up to order another drink and ask for takeaway containers. Tried pizza & rigatoni dish.
Second experience: the following week we ordered the Rigatoni dish (with braised beef) again but for take away there was only  1/4 of the amount of meat so we felt like we paid $15 for noodles and red sauce."
1,"It is pretty hard to find good Mexican food in Toronto ( at least veggie) and I'm not talking about the good ole beans and cheese on tortilla! Anyway, this restaurant is NOT in that ""off the hook"" food category. 

Dinner with hubby and child on a Friday evening was alright. This place is pretty small and can accommodate 18-20 people total in the restaurant, sitting is pretty tight. 
Service- mediocre, we had to ask for stuff every time as no one really ""checked in"" on us, excepted once towards the end. 
Price- comparable to other restaurants in the neighbourhood. 
Food- ""average"", nothing different than other Mexican restaurants around. 
Rating- 2.5-3/5"
1,"Great tacos with a good spice level! The food at Campechano is tapas style and they have a wide range of tacos. 

The guacamole is served with a side of spiced nachos - they were a little dry and stale, but the guacamole was fresh. The ceviche is an European bass, with a nice kick of spice as well. I ordered the fish taco which was freshly deep fried and simply delicious. 

The restaurant has a patio with outdoor seating, as well as bench like seating for larger groups. Unfortunately, the service is not as great as the food thus meriting a 3 star."
2,This place serves some really great tacos! Service is very quick as we got our food in a couple of minutes. We were seated at the bar and were able to see everything being made fresh. Everything was delicious and my favourite is the Pescado!
2,"We were actually going next door to Ryu's Noodle house and it was so busy we just went next door to El Charro.  My wife is Mexican and it's hard to find good Mexican food but we weren't disappointed.  The food was excellent, the people running the place are Mexican and the service was great.  Best of all the prices were reasonable and the portions were generous.  We will be returning here in the future, if you're looking for authentic Mexican food I would highly recommend this place.  No tipping required since you order, you get your food and then drop off your dishes which really saves you money as well.  Definitely check it out."
1,"The pasta is really good. You can tell it's homemade once you take a bite. However, prices are quite high with portion sizes small. I ordered the duck pasta and felt I wanted more pasta but I guess it's filling but I don't think it's worth the price. I love my desserts but all their desserts were over $15 so I passed. The service was good and attentive.

They do not do separate cheques. Therefore, if you come with a large group be prepared to grab your calculators so you can split the bill easier. I'm a little annoyed that the host never checked me in with my open table reservation which resulted in a warning email from Open Table for a No Show. He did resolve it after the phone call but it was quite inconvenient to have to call the restaurant to have them fix the problem."
0,"This has been a regular lunch spot for me this past year though I won't be returning . 

Last visit lunch two other tables only 2 waiters .

Wine ordered was old and smelled like vinegar.

Ordered apps nachos with guacamole and beans .

Both bowls for dips were still wet and beans tasted like dish soap .

Ordered water with ice did not ever arrive . Taco was okay but not what it used to be .

Cheese in a taco being extra at a Mexican restaurant is wired to me as well .

I wish they kept the same service quality as when they opened . 

We won't be going back ."
1,Their margaritas are excellent but their tacos aren't as good as they used to be. They are very simple - which isn't a bad thing *if* the few ingredients used standout and are prepared well. The pork was dry and the overall taco was flat - it didn't have the bright acidic flavours or freshness that I love in a taco.  The fish was tender but the chipotle sauce was overwhelming and I couldn't taste much beyond that. The queso fundido with mushrooms and onions was delicious and flavourful - it reminded me of French Onion soup. This place used to have delicious tacos years ago- hopefully I feel the same way about it soon.
